URL,Version,Status,OIDs,Name,Title,Description,Used
http://hl7.org/fhir/map-source-list-mode,4.0.1,draft,"2.16.840.1.113883.4.642.4.684",StructureMapSourceListMode,StructureMapSourceListMode,"If field is a list, how to manage the source.","ValueSet/map-source-list-mode"
http://hl7.org/fhir/map-target-list-mode,4.0.1,draft,"2.16.840.1.113883.4.642.4.686",StructureMapTargetListMode,StructureMapTargetListMode,"If field is a list, how to manage the production.","ValueSet/map-target-list-mode"
http://hl7.org/fhir/map-transform,4.0.1,draft,"2.16.840.1.113883.4.642.4.682",StructureMapTransform,StructureMapTransform,"How data is copied/created.","ValueSet/map-transform"
http://hl7.org/fhir/property-representation,4.0.1,active,"2.16.840.1.113883.4.642.4.88",PropertyRepresentation,PropertyRepresentation,"How a property is represented when serialized.","ValueSet/property-representation"
http://hl7.org/fhir/publication-status,4.0.1,active,"2.16.840.1.113883.4.642.4.4",PublicationStatus,PublicationStatus,"The lifecycle status of an artifact.","ValueSet/publication-status"
http://hl7.org/fhir/questionnaire-enable-behavior,4.0.1,draft,"2.16.840.1.113883.4.642.4.1008",EnableWhenBehavior,EnableWhenBehavior,"Controls how multiple enableWhen values are interpreted -  whether all or any must be true.","ValueSet/questionnaire-enable-behavior"
http://hl7.org/fhir/questionnaire-enable-operator,4.0.1,draft,"2.16.840.1.113883.4.642.4.1006",QuestionnaireItemOperator,QuestionnaireItemOperator,"The criteria by which a question is enabled.","ValueSet/questionnaire-enable-operator"
http://hl7.org/fhir/reference-version-rules,4.0.1,active,"2.16.840.1.113883.4.642.4.90",ReferenceVersionRules,ReferenceVersionRules,"Whether a reference needs to be version specific or version independent, or whether either can be used.","ValueSet/reference-version-rules"
http://hl7.org/fhir/request-intent,4.0.1,draft,"2.16.840.1.113883.4.642.4.114",RequestIntent,RequestIntent,"Codes indicating the degree of authority/intentionality associated with a request.","ValueSet/request-intent"
http://hl7.org/fhir/request-priority,4.0.1,draft,"2.16.840.1.113883.4.642.4.116",RequestPriority,RequestPriority,"Identifies the level of importance to be assigned to actioning the request.","ValueSet/request-priority"
http://hl7.org/fhir/request-resource-types,4.0.1,draft,"2.16.840.1.113883.4.642.4.1059",RequestResourceType,RequestResourceType,"A list of all the request resource types defined in this version of the FHIR specification.","ValueSet/request-resource-types"
http://hl7.org/fhir/request-status,4.0.1,draft,"2.16.840.1.113883.4.642.4.112",RequestStatus,RequestStatus,"Codes identifying the lifecycle stage of a request.","ValueSet/request-status"
http://hl7.org/fhir/resource-aggregation-mode,4.0.1,active,"2.16.840.1.113883.4.642.4.86",AggregationMode,AggregationMode,"How resource references can be aggregated.","ValueSet/resource-aggregation-mode"
http://hl7.org/fhir/resource-slicing-rules,4.0.1,active,"2.16.840.1.113883.4.642.4.84",SlicingRules,SlicingRules,"How slices are interpreted when evaluating an instance.","ValueSet/resource-slicing-rules"
http://hl7.org/fhir/resource-types,4.0.1,active,,ResourceType,ResourceType,"One of the resource types defined as part of this version of FHIR.","ValueSet/subject-type,ValueSet/defined-types,ValueSet/resource-types"
http://hl7.org/fhir/spdx-license,84728b7,draft,"2.16.840.1.113883.4.642.4.1027",SPDXLicense,SPDXLicense,"The license that applies to an Implementation Guide (using an SPDX license Identifiers, or 'not-open-source'). The binding is required but new SPDX license Identifiers are allowed to be used (https://spdx.org/licenses/).","ValueSet/spdx-license"
http://hl7.org/fhir/structure-definition-kind,4.0.1,active,"2.16.840.1.113883.4.642.4.669",StructureDefinitionKind,StructureDefinitionKind,"Defines the type of structure that a definition is describing.","ValueSet/structure-definition-kind"
http://hl7.org/fhir/type-derivation-rule,4.0.1,active,"2.16.840.1.113883.4.642.4.674",TypeDerivationRule,TypeDerivationRule,"How a type relates to its baseDefinition.","ValueSet/type-derivation-rule"
http://loinc.org,3.1.0,active,"2.16.840.1.113883.6.1",LOINC,Logical Observation Identifiers, Names and Codes (LOINC),"LOINC provides a set of universal names and ID codes for identifying laboratory and clinical test results.1,2 LOINC facilitates the exchange and pooling of results, such as blood hemoglobin, serum potassium, or vital signs, for clinical care, outcomes management, and research. LOINC's universal identifiers (names and codes) can be used in the context of order and observation exchanges between information systems that use syntax standards such as HL73, CEN TC251, ISO TC215, ASTM4, and DICOM. Specifically, the identifier can be used as the coded value for an observation in any other standard that uses the observation/observation value paradigm, whether messages, documents, application programming interface (API), etc. For example, LOINC codes are used widely in the OBX segment Observation Identifier field (OBX-3) of an ORU HL7 (HL7 version 2.x or ASTM 1238-9410) message that may be sent between a Clinical Laboratory Information Management Systems (LIMS) and Electronic Health Record Systems (EHR).5, 6 In this way, LOINC codes provide universal identifiers that allow the exchange of clinical data between heterogeneous computing environments.","ValueSet/questionnaire-questions,ValueSet/observation-codes"
http://smart.who.int/base/CodeSystem/CDHIv1,1.0.0,active,,CDHIv1,Classification of Digital Health Interventions v1,"CodeSystem for Classification of Digital Health Interventions v1. Autogenerated from DAK artifacts","ValueSet/CDHIv1.1,ValueSet/CDHIv1.2,ConceptMap/CDHIv1toCDHIv2,ValueSet/CDHIv1,ConceptMap/CDHIv1Hierarchy,ValueSet/CDHIv1.3,ValueSet/CDHIv1.4"
http://smart.who.int/base/CodeSystem/CDHIv2,1.0.0,active,,CDHIv2,Classification of Digital Health Interventions v2,"CodeSystem for the Classification of Digital Interventions, Services and Applications in Health (CDISAH), second edition (2023). ISBN 978-92-4-008194-9.  Organised into four groups based on the primary user:   1. Persons   2. Healthcare providers   3. Health management and support personnel   4. Data services  New categories vs v1: 1.4.4, 1.6.2, 1.8, 2.5.6, 2.11, 3.1.5, 3.5.7, 3.5.8, 3.8, 4.3.5, 4.4.2, 4.4.3, 4.5. See ConceptMap CDHIv1toCDHIv2 for the full mapping from the first edition.","ConceptMap/CDHIv2Hierarchy,ValueSet/CDHIv2.1,ConceptMap/CDHIv1toCDHIv2,ValueSet/CDHIv2.4,ValueSet/CDHIv2,ValueSet/CDHIv2.2,ValueSet/CDHIv2.3"
http://smart.who.int/base/CodeSystem/CDSCv1,1.0.0,active,,CDSCv1,Classification of Digital Health System Categories v1,"CodeSystem for Classification of Digital Health System Categories v1. Autogenerated from DAK artifacts","ValueSet/CDSCv1,ConceptMap/CDSCv1toCDSCv2"
http://smart.who.int/base/CodeSystem/CDSCv2,1.0.0,active,,CDSCv2,Classification of Digital Health Services and Application Types v2,"CodeSystem for the Classification of Digital Health Services and Application Types v2, as defined in the Classification of Digital Interventions, Services and Applications in Health (CDISAH), second edition (2023). ISBN 978-92-4-008194-9.  Services and Application Types represent the types of software, ICT systems and services or communication channels that deliver or execute digital health interventions (DHIs) and health content.  The types are organised into five representations within the Digital Health Architecture:   A. Point of service   B. Health system/Provider administration   C. Registries and Directories   D. Data Management services   E. Surveillance and Response","ValueSet/CDSCv2.B,ValueSet/CDSCv2.A,ValueSet/CDSCv2,ValueSet/CDSCv2.E,ValueSet/CDSCv2.D,ConceptMap/CDSCv1toCDSCv2,ValueSet/CDSCv2.C"
http://smart.who.int/base/CodeSystem/CoreDataElementType,1.0.0,active,,CoreDataElementType,Core Data Element Type,"CodeSystem for Core Data Element types - defines the type of FHIR resource that a Core Data Element references.","ValueSet/CoreDataElementTypeVS"
http://smart.who.int/base/CodeSystem/DecisionTableActions,1.0.0,active,,DecisionTableActions,Smart Guidelines Actions (columns) for Decision Tables,"CodeSystem for Smart Guidelines Documentation Actions for Decision Tables""","ValueSet/DecisionTableActions"
http://smart.who.int/base/CodeSystem/SGAuthoringPersonaTypes,1.0.0,active,,SGAuthoringPersonaTypes,SMART Guidelines Authoring Persona Types,"CodeSystem for SMART Guidelines authoring persona types. These represent roles involved in the authoring, review, and publication of SMART Guidelines and Digital Adaptation Kits, as distinct from the clinical/health personas defined within a DAK.","ValueSet/SGAuthoringPersonaTypesVS"
http://smart.who.int/base/CodeSystem/SGAuthoringSkills,1.0.0,active,,SGAuthoringSkills,SMART Guidelines Authoring Skills,"CodeSystem for SMART Guidelines authoring skill capabilities. Each code represents a discrete skill that an authoring persona may possess. Skills are used to define Requirements resources as capability statements.","ValueSet/SGAuthoringSkillsVS"
http://smart.who.int/base/CodeSystem/SGPersonaTypes,1.0.0,active,,SGPersonaTypes,SMART Guidelines Persona Types,"CodeSystem for SMART Guidelines Persona Types","ValueSet/SGPersonaTypesVS"
http://snomed.info/sct,null,active,"2.16.840.1.113883.6.96",SNOMED_CT,SNOMED CT (all versions),"SNOMED CT is the most comprehensive and precise clinical health terminology product in the world, owned and distributed around the world by The International Health Terminology Standards Development Organisation (IHTSDO).","ValueSet/condition-code,ValueSet/clinical-findings,ValueSet/medication-codes,ValueSet/body-site,ValueSet/questionnaire-answers,ValueSet/procedure-code,ValueSet/goal-start-event,ValueSet/designation-use"
http://terminology.hl7.org/CodeSystem/action-type,1.0.1,active,"2.16.840.1.113883.4.642.1.1246",ActionType,ActionType,"The type of action to be performed.","ValueSet/action-type"
http://terminology.hl7.org/CodeSystem/communication-category,1.0.1,active,"2.16.840.1.113883.4.642.1.1076",CommunicationCategory,CommunicationCategory,"Codes for general categories of communications such as alerts, instructions, etc.","ValueSet/communication-category"
http://terminology.hl7.org/CodeSystem/composite-measure-scoring,1.0.1,active,"2.16.840.1.113883.4.642.1.1235",CompositeMeasureScoring,CompositeMeasureScoring,"The composite scoring method of the measure.","ValueSet/composite-measure-scoring"
http://terminology.hl7.org/CodeSystem/definition-topic,1.0.1,active,"2.16.840.1.113883.4.642.1.1244",DefinitionTopic,DefinitionTopic,"High-level categorization of the definition, used for searching, sorting, and filtering.","ValueSet/definition-topic"
http://terminology.hl7.org/CodeSystem/definition-use,2.0.0,active,"2.16.840.1.113883.4.642.1.1191",DefinitionUseCodes,Structure Definition Use Codes / Keywords,"Structure Definition Use Codes / Keywords","ValueSet/definition-use"
http://terminology.hl7.org/CodeSystem/goal-category,2.0.0,active,"2.16.840.1.113883.4.642.1.1097",GoalCategory,Goal category,"Codes for grouping goals to use for filtering or presentation.","ValueSet/goal-category"
http://terminology.hl7.org/CodeSystem/goal-priority,1.0.1,active,"2.16.840.1.113883.4.642.1.1096",GoalPriority,Goal priority,"Indicates the level of importance associated with reaching or sustaining a goal.","ValueSet/goal-priority"
http://terminology.hl7.org/CodeSystem/library-type,1.0.1,active,"2.16.840.1.113883.4.642.1.1230",LibraryType,LibraryType,"The type of knowledge asset this library contains.","ValueSet/library-type"
http://terminology.hl7.org/CodeSystem/measure-data-usage,1.0.1,active,"2.16.840.1.113883.4.642.1.1234",MeasureDataUsage,MeasureDataUsage,"The intended usage for supplemental data elements in the measure.","ValueSet/measure-data-usage"
http://terminology.hl7.org/CodeSystem/measure-improvement-notation,1.0.1,active,"2.16.840.1.113883.4.642.1.1395",MeasureImprovementNotation,MeasureImprovementNotation,"Observation values that indicate what change in a measurement value or score is indicative of an improvement in the measured item or scored issue.","ValueSet/measure-improvement-notation"
http://terminology.hl7.org/CodeSystem/measure-population,2.0.0,active,"2.16.840.1.113883.4.642.1.1231",MeasurePopulationType,Measure Population Type,"The type of population.","ValueSet/measure-population"
http://terminology.hl7.org/CodeSystem/measure-scoring,4.0.0,active,"2.16.840.1.113883.4.642.1.1232",MeasureScoring,Measure Scoring,"The scoring type of the measure.","ValueSet/measure-scoring"
http://terminology.hl7.org/CodeSystem/measure-type,3.0.1,active,"2.16.840.1.113883.4.642.1.1233",MeasureType,MeasureType,"The type of measure (includes codes from 2.16.840.1.113883.1.11.20368).","ValueSet/measure-type"
http://terminology.hl7.org/CodeSystem/plan-definition-type,2.0.0,active,"2.16.840.1.113883.4.642.1.1245",PlanDefinitionType,PlanDefinitionType,"The type of PlanDefinition.","ValueSet/plan-definition-type"
http://terminology.hl7.org/CodeSystem/v2-0203,5.0.0,active,"2.16.840.1.113883.18.108",IdentifierType,identifierType,"HL7-defined code system of concepts specifying type of identifier. Used in HL7 Version 2.x messaging data types CX, PLN, PPN, XCN and XON.","ValueSet/identifier-type"
http://terminology.hl7.org/CodeSystem/v3-ActReason,4.0.0,active,"2.16.840.1.113883.5.8",ActReason,ActReason,"A set of codes specifying the motivation, cause, or rationale of an Act, when such rationale is not reasonably represented as an ActRelationship of type ""has reason"" linking to another Act.    *Examples:* Example reasons that might qualify for being coded in this field might be: ""routine requirement"", ""infectious disease reporting requirement"", ""on patient request"", ""required by law"".","ValueSet/v3-ActReason"
http://terminology.hl7.org/CodeSystem/v3-ParticipationMode,6.0.0,active,"2.16.840.1.113883.5.1064",ParticipationMode,ParticipationMode,"A set of codes specifying the modality by which the Entity playing the Role is participating in the Act.    *Examples:* Physically present, over the telephone, written communication.    *Rationale:* Particularly for author (originator) participants this is used to specify whether the information represented by the act was initially provided verbally, (hand-)written, or electronically.    *Open Issue:* There needs to be a reexamination of the hierarchies as there seems to be some muddling between ELECTRONIC and other concepts that involve electronic communication that are in other hierarchies.","ValueSet/v3-ParticipationMode"
http://www.ilo.org/public/english/bureau/stat/isco/isco08/,1.0.0,active,,ISCO08,International Standard Classification of Occupations 2008,"ISCO-08 codes from the International Labour Organization official classification","ValueSet/ISCO08ValueSet"
urn:ietf:bcp:47,2.0.1,active,,Ietf3066,Tags for the Identification of Languages,"Older value from OID registry.  Superceded; see recommendations in BCP-47.","ValueSet/languages,ValueSet/all-languages"
urn:iso:std:iso:3166,1.0.1,active,"1.0.3166.1",ISO3166Part1,ISO 3166-1 Codes for the representation of names of countries and their subdivisions — Part 1: Country code,"ISO 3166-1 establishes codes that represent the current names of countries, dependencies, and other areas of particular geopolitical interest, on the basis of country names obtained from the United Nations.","ValueSet/jurisdiction"
urn:iso:std:iso:3166:-2,1.0.1,active,"1.0.3166.2",ISO3166Part2,ISO 3166-2 Codes for the representation of names of countries and their subdivisions — Part 2: Country subdivision code,"ISO 3166-2 establishes a code that represents the names of the principal administrative divisions, or similar areas, of the countries and entities included in ISO 3166-1.","ValueSet/jurisdiction"
