URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://fhir.org/guides/who/core/ValueSet/who-identifier-types,0.3.0,active,,WHOIdentifierTypes,ANC Identifier Types,"",,"Internal"
http://smart.who.int/anc/ValueSet/anc-a-de13,0.3.0,draft,,Cohabitants,Co-habitants,"Codes representing possible values for the Co-habitants element",,"Internal"
http://smart.who.int/anc/ValueSet/anc-a-de14,0.3.0,draft,,CohabitantsChoices,Co-habitants Choices,"Codes representing possible values for the Co-habitants Choices element",,"Internal"
http://smart.who.int/anc/ValueSet/anc-activity-codes,0.3.0,active,,ANCActivityCodes,ANC Activity Codes,"",,"Internal"
http://smart.who.int/anc/ValueSet/anc-b10-de1,0.3.0,draft,,CounsellingonCaffeineReduction,Counselling on Caffeine Reduction,"Codes representing possible values for the Counselling on Caffeine Reduction element",,"Internal"
http://smart.who.int/anc/ValueSet/anc-b10-de10,0.3.0,draft,,CounsellingonSecondHandSmoke,Counselling on Second-Hand Smoke,"Codes representing possible values for the Counselling on Second-Hand Smoke element",,"Internal"
http://smart.who.int/anc/ValueSet/anc-b10-de102,0.3.0,draft,,TypeofvitaminAsupplementdosageprovidedChoices,Type of vitamin A supplement dosage provided Choices,"Codes representing possible values for the Type of vitamin A supplement dosage provided Choices element",,"Other"
http://smart.who.int/anc/ValueSet/anc-b10-de104,0.3.0,draft,,VitaminAsupplementationnotprovided,Vitamin A supplementation not provided,"Codes representing possible values for the Vitamin A supplementation not provided element",,"Internal"
http://smart.who.int/anc/ValueSet/anc-b10-de105,0.3.0,draft,,VitaminAsupplementationnotprovidedChoices,Vitamin A supplementation not provided Choices,"Codes representing possible values for the Vitamin A supplementation not provided Choices element",,"Internal"
http://smart.who.int/anc/ValueSet/anc-b10-de108,0.3.0,draft,,Reasoncalciumnotprescribed,Reason calcium not prescribed,"Codes representing possible values for the Reason calcium not prescribed element",,"Internal"
http://smart.who.int/anc/ValueSet/anc-b10-de109,0.3.0,draft,,ReasoncalciumnotprescribedChoices,Reason calcium not prescribed Choices,"Codes representing possible values for the Reason calcium not prescribed Choices element",,"Internal"
http://smart.who.int/anc/ValueSet/anc-b10-de113,0.3.0,draft,,Riskofpreeclampsia,Risk of pre-eclampsia,"Codes representing possible values for the Risk of pre-eclampsia element",,"Internal"
http://smart.who.int/anc/ValueSet/anc-b10-de114,0.3.0,draft,,Preeclampsiariskcounsellingprovided,Pre-eclampsia risk counselling provided,"Codes representing possible values for the Pre-eclampsia risk counselling provided element",,"Internal"
http://smart.who.int/anc/ValueSet/anc-b10-de116,0.3.0,draft,,Reasonaspirinnotprescribed,Reason aspirin not prescribed,"Codes representing possible values for the Reason aspirin not prescribed element",,"Internal"
http://smart.who.int/anc/ValueSet/anc-b10-de117,0.3.0,draft,,ReasonaspirinnotprescribedChoices,Reason aspirin not prescribed Choices,"Codes representing possible values for the Reason aspirin not prescribed Choices element",,"Internal"
http://smart.who.int/anc/ValueSet/anc-b10-de121,0.3.0,draft,,RiskofgestationaldiabetesmellitusGDM,Risk of gestational diabetes mellitus (GDM),"Codes representing possible values for the Risk of gestational diabetes mellitus (GDM) element",,"Internal"
http://smart.who.int/anc/ValueSet/anc-b10-de124,0.3.0,draft,,GestationaldiabetesmellitusGDMriskcounsellingconducted,Gestational diabetes mellitus (GDM) risk counselling conducted,"Codes representing possible values for the Gestational diabetes mellitus (GDM) risk counselling conducted element",,"Internal"
http://smart.who.int/anc/ValueSet/anc-b10-de125,0.3.0,draft,,CounsellingconductedonHIVrisk,Counselling conducted on HIV risk,"Codes representing possible values for the Counselling conducted on HIV risk element",,"Internal"
http://smart.who.int/anc/ValueSet/anc-b10-de126,0.3.0,draft,,PrEPforHIVpreventionprovided,PrEP for HIV prevention provided,"Codes representing possible values for the PrEP for HIV prevention provided element",,"Internal"
http://smart.who.int/anc/ValueSet/anc-b10-de127,0.3.0,draft,,ReasonPrEPforHIVpreventionwasnotprovided,Reason PrEP for HIV prevention was not provided,"Codes representing possible values for the Reason PrEP for HIV prevention was not provided element",,"Internal"
http://smart.who.int/anc/ValueSet/anc-b10-de128,0.3.0,draft,,ReasonPrEPforHIVpreventionwasnotprovidedChoices,Reason PrEP for HIV prevention was not provided Choices,"Codes representing possible values for the Reason PrEP for HIV prevention was not provided Choices element",,"Internal"
http://smart.who.int/anc/ValueSet/anc-b10-de13,0.3.0,draft,,CounsellingonCondomUse,Counselling on Condom Use,"Codes representing possible values for the Counselling on Condom Use element",,"Internal"
http://smart.who.int/anc/ValueSet/anc-b10-de133,0.3.0,draft,,Counsellingconductedonseekingcarewhendangersignsoccur,Counselling conducted on seeking care when danger signs occur,"Codes representing possible values for the Counselling conducted on seeking care when danger signs occur element",,"Internal"
http://smart.who.int/anc/ValueSet/anc-b10-de134,0.3.0,draft,,Counseltoimmediatelygotothehospitalifseveredangersignsarepresent,Counsel to immediately go to the hospital if severe danger signs are present,"Codes representing possible values for the Counsel to immediately go to the hospital if severe danger signs are present element",,"Internal"
http://smart.who.int/anc/ValueSet/anc-b10-de135,0.3.0,draft,,CounsellingonANCcontactscheduleconducted,Counselling on ANC contact schedule conducted,"Codes representing possible values for the Counselling on ANC contact schedule conducted element",,"Internal"
http://smart.who.int/anc/ValueSet/anc-b10-de136,0.3.0,draft,,Counsellingconductedonbirthpreparednessandcomplicationsreadiness,Counselling conducted on birth preparedness and complications readiness,"Codes representing possible values for the Counselling conducted on birth preparedness and complications readiness element",,"Internal"
http://smart.who.int/anc/ValueSet/anc-b10-de137,0.3.0,draft,,Plannedbirthplace,Planned birth place,"Codes representing possible values for the Planned birth place element",,"Internal"
http://smart.who.int/anc/ValueSet/anc-b10-de137-choices-grouper,0.3.0,draft,,PlannedbirthplaceChoicesGrouper,Planned birth place Choices Grouper,"Group Valueset with codes representing possible values for the Planned birth place Choices Grouper element",,
http://smart.who.int/anc/ValueSet/anc-b10-de138,0.3.0,draft,,PlannedbirthplaceChoices,Planned birth place Choices,"Codes representing possible values for the Planned birth place Choices element",,"Internal"
http://smart.who.int/anc/ValueSet/anc-b10-de14,0.3.0,draft,,CounsellingonCondomUse,Counselling on Condom Use,"Codes representing possible values for the Counselling on Condom Use element",,"Internal"
http://smart.who.int/anc/ValueSet/anc-b10-de140,0.3.0,draft,,PlannedbirthplaceHomeChoices,Planned birth place - Home Choices,"Codes representing possible values for the Planned birth place - Home Choices element",,"Internal"
http://smart.who.int/anc/ValueSet/anc-b10-de142,0.3.0,draft,,CounsellingconductedonRhfactornegative,Counselling conducted on Rh factor negative,"Codes representing possible values for the Counselling conducted on Rh factor negative element",,"Internal"
http://smart.who.int/anc/ValueSet/anc-b10-de143,0.3.0,draft,,CounsellingconductedonintrapartumantibiotictopreventearlyneonatalGroupBStreptococcusGBSinfection,Counselling conducted on intrapartum antibiotic to prevent early neonatal Group B Streptococcus (GBS) infection,"Codes representing possible values for the Counselling conducted on intrapartum antibiotic to prevent early neonatal Group B Streptococcus (GBS) infection element",,"Internal"
http://smart.who.int/anc/ValueSet/anc-b10-de144,0.3.0,draft,,Counsellingonpostpartumfamilyplanningconducted,Counselling on postpartum family planning conducted,"Codes representing possible values for the Counselling on postpartum family planning conducted element",,"Internal"
